Anno,Regione,Fonte,Copertura(GWh)
2015,Marche,Idrico tradizionale,0
2015,Marche,Geotermoelettrico,0
2015,Marche,Eolico,4.436174
2015,Marche,Bioenergie,147.920305
2015,Marche,Termoelettrico tradizionale,316.583902
2015,Marche,Idrico rinnovabile,611.374249
2015,Marche,Fotovoltaico,1264.514111
2015,Marche,Saldo import/export,5102.756
2015,Molise,Saldo import/export,-895.98
2015,Molise,Geotermoelettrico,0
2015,Molise,Idrico tradizionale,0
2015,Molise,Bioenergie,156.417332
2015,Molise,Idrico rinnovabile,202.534038
2015,Molise,Fotovoltaico,219.557629
2015,Molise,Eolico,635.935864
2015,Molise,Termoelettrico tradizionale,1065.048863
2015,Piemonte,Geotermoelettrico,0
2015,Piemonte,Eolico,29.897988
2015,Piemonte,Idrico tradizionale,367.439186
2015,Piemonte,Saldo import/export,837.66409
2015,Piemonte,Fotovoltaico,1710.755625
2015,Piemonte,Bioenergie,1774.745866
2015,Piemonte,Idrico rinnovabile,7841.040345
2015,Piemonte,Termoelettrico tradizionale,13073.957973
2015,Puglia,Saldo import/export,-17799.66
2015,Puglia,Geotermoelettrico,0
2015,Puglia,Idrico tradizionale,0
2015,Puglia,Idrico rinnovabile,3.255377
2015,Puglia,Bioenergie,1671.129615
2015,Puglia,Fotovoltaico,3594.728831
2015,Puglia,Eolico,4312.857682
2015,Puglia,Termoelettrico tradizionale,26865.334164
2015,Sardegna,Saldo import/export,-2749.344063
2015,Sardegna,Geotermoelettrico,0
2015,Sardegna,Idrico tradizionale,83.182872
2015,Sardegna,Idrico rinnovabile,187.216724
2015,Sardegna,Bioenergie,688.074412
2015,Sardegna,Fotovoltaico,901.416016
2015,Sardegna,Eolico,1525.145273
2015,Sardegna,Termoelettrico tradizionale,8233.847866
2015,Sicilia,Saldo import/export,-2173.521659
2015,Sicilia,Geotermoelettrico,0
2015,Sicilia,Idrico tradizionale,217.647852
2015,Sicilia,Bioenergie,233.448874
2015,Sicilia,Idrico rinnovabile,248.046228
2015,Sicilia,Fotovoltaico,1777.832686
2015,Sicilia,Eolico,2558.450759
2015,Sicilia,Termoelettrico tradizionale,16673.180198
2015,Toscana,Idrico tradizionale,0
2015,Toscana,Eolico,220.057838
2015,Toscana,Idrico rinnovabile,546.667285
2015,Toscana,Bioenergie,560.679758
2015,Toscana,Fotovoltaico,873.281944
2015,Toscana,Saldo import/export,5548.468
2015,Toscana,Geotermoelettrico,5823.861286
2015,Toscana,Termoelettrico tradizionale,7274.787434
2015,Trentino-Alto Adige,Saldo import/export,-4066.371
2015,Trentino-Alto Adige,Geotermoelettrico,0
2015,Trentino-Alto Adige,Eolico,0.079615
2015,Trentino-Alto Adige,Idrico tradizionale,42.064226
2015,Trentino-Alto Adige,Bioenergie,361.221847
2015,Trentino-Alto Adige,Fotovoltaico,434.715413
2015,Trentino-Alto Adige,Termoelettrico tradizionale,1078.113726
2015,Trentino-Alto Adige,Idrico rinnovabile,8862.39482
2015,Umbria,Geotermoelettrico,0
2015,Umbria,Eolico,2.678356
2015,Umbria,Idrico tradizionale,5.390716
2015,Umbria,Bioenergie,217.000506
2015,Umbria,Termoelettrico tradizionale,256.467982
2015,Umbria,Fotovoltaico,547.183195
2015,Umbria,Idrico rinnovabile,1383.402964
2015,Umbria,Saldo import/export,3099.004
2015,Valle d'Aosta,Saldo import/export,-2422.866374
2015,Valle d'Aosta,Geotermoelettrico,0
2015,Valle d'Aosta,Idrico tradizionale,0
2015,Valle d'Aosta,Termoelettrico tradizionale,3.121493
2015,Valle d'Aosta,Eolico,3.828874
2015,Valle d'Aosta,Bioenergie,11.101585
2015,Valle d'Aosta,Fotovoltaico,23.90918
2015,Valle d'Aosta,Idrico rinnovabile,3423.038733
2015,Veneto,Geotermoelettrico,0
2015,Veneto,Idrico tradizionale,0.504316
2015,Veneto,Eolico,16.740933
2015,Veneto,Bioenergie,1841.935433
2015,Veneto,Fotovoltaico,1923.558547
2015,Veneto,Idrico rinnovabile,3672.001054
2015,Veneto,Termoelettrico tradizionale,10482.399937
2015,Veneto,Saldo import/export,12699.4357
,,,
Applied filters: Year is 2015; Month is gen,,,
2014,Abruzzo,Geotermoelettrico,0
2014,Abruzzo,Idrico tradizionale,46.742236
2014,Abruzzo,Bioenergie,151.71982
2014,Abruzzo,Eolico,333.704305
2014,Abruzzo,Fotovoltaico,842.02241
2014,Abruzzo,Termoelettrico tradizionale,1020.390636
2014,Abruzzo,Saldo import/export,2038.36
2014,Abruzzo,Idrico rinnovabile,2077.316913
2014,Basilicata,Geotermoelettrico,0
2014,Basilicata,Idrico tradizionale,0
2014,Basilicata,Bioenergie,200.373411
2014,Basilicata,Termoelettrico tradizionale,307.765275
2014,Basilicata,Idrico rinnovabile,312.535099
2014,Basilicata,Fotovoltaico,470.388954
2014,Basilicata,Saldo import/export,674.7
2014,Basilicata,Eolico,820.561689
2014,Calabria,Saldo import/export,-3361.13
2014,Calabria,Geotermoelettrico,0
2014,Calabria,Idrico tradizionale,0
2014,Calabria,Fotovoltaico,623.600273
2014,Calabria,Bioenergie,918.522436
2014,Calabria,Idrico rinnovabile,1492.191848
2014,Calabria,Eolico,1901.611495
2014,Calabria,Termoelettrico tradizionale,4443.577685
2014,Campania,Geotermoelettrico,0
2014,Campania,Idrico tradizionale,386.866762
2014,Campania,Idrico rinnovabile,666.012578
2014,Campania,Fotovoltaico,837.542062
2014,Campania,Bioenergie,972.551612
2014,Campania,Eolico,2037.177107
2014,Campania,Termoelettrico tradizionale,3110.562232
2014,Campania,Saldo import/export,9691.9
2014,Emilia-Romagna,Geotermoelettrico,0
2014,Emilia-Romagna,Idrico tradizionale,23.093004
2014,Emilia-Romagna,Eolico,26.775838
2014,Emilia-Romagna,Idrico rinnovabile,1261.469878
2014,Emilia-Romagna,Fotovoltaico,2051.478467
2014,Emilia-Romagna,Bioenergie,2563.356482
2014,Emilia-Romagna,Termoelettrico tradizionale,10665.617023
2014,Emilia-Romagna,Saldo import/export,11444.04
2014,Friuli-Venezia Giulia,Eolico,0
2014,Friuli-Venezia Giulia,Geotermoelettrico,0
2014,Friuli-Venezia Giulia,Idrico tradizionale,15.624656
2014,Friuli-Venezia Giulia,Fotovoltaico,500.530813
2014,Friuli-Venezia Giulia,Bioenergie,667.819957
2014,Friuli-Venezia Giulia,Saldo import/export,1092.018121
2014,Friuli-Venezia Giulia,Idrico rinnovabile,2480.748425
2014,Friuli-Venezia Giulia,Termoelettrico tradizionale,5103.894754
2014,Lazio,Geotermoelettrico,0
2014,Lazio,Idrico tradizionale,0
2014,Lazio,Eolico,86.47492
2014,Lazio,Bioenergie,645.283393
2014,Lazio,Idrico rinnovabile,1300.278236
2014,Lazio,Fotovoltaico,1534.59822
2014,Lazio,Saldo import/export,4059.97
2014,Lazio,Termoelettrico tradizionale,15566.252269
2014,Liguria,Saldo import/export,-854.484028
2014,Liguria,Geotermoelettrico,0
2014,Liguria,Idrico tradizionale,0
2014,Liguria,Fotovoltaico,94.674029
2014,Liguria,Eolico,116.502971
2014,Liguria,Bioenergie,117.296415
2014,Liguria,Idrico rinnovabile,348.535336
2014,Liguria,Termoelettrico tradizionale,6305.479823
2014,Lombardia,Eolico,0
2014,Lombardia,Geotermoelettrico,0
2014,Lombardia,Idrico tradizionale,340.492769
2014,Lombardia,Fotovoltaico,2012.039531
2014,Lombardia,Bioenergie,3913.64985
2014,Lombardia,Idrico rinnovabile,13467.141058
2014,Lombardia,Termoelettrico tradizionale,20875.770607
2014,Lombardia,Saldo import/export,25427.114235
2014,Marche,Idrico tradizionale,0
2014,Marche,Geotermoelettrico,0
2014,Marche,Eolico,1.800325
2014,Marche,Bioenergie,172.319704
2014,Marche,Termoelettrico tradizionale,301.91218
2014,Marche,Idrico rinnovabile,601.132531
2014,Marche,Fotovoltaico,1217.878789
2014,Marche,Saldo import/export,4995.44
2014,Molise,Saldo import/export,-972.54
2014,Molise,Idrico tradizionale,0
2014,Molise,Geotermoelettrico,0
2014,Molise,Bioenergie,148.308126
2014,Molise,Fotovoltaico,212.69016
2014,Molise,Idrico rinnovabile,237.405219
2014,Molise,Eolico,677.627097
2014,Molise,Termoelettrico tradizionale,1051.660245
2014,Piemonte,Geotermoelettrico,0
2014,Piemonte,Eolico,25.703121
2014,Piemonte,Idrico tradizionale,377.068319
2014,Piemonte,Bioenergie,1602.829798
2014,Piemonte,Fotovoltaico,1613.095118
2014,Piemonte,Saldo import/export,3138.712974
2014,Piemonte,Idrico rinnovabile,8263.248476
2014,Piemonte,Termoelettrico tradizionale,10287.678422
2014,Puglia,Saldo import/export,-17245.949
2014,Puglia,Geotermoelettrico,0
2014,Puglia,Idrico tradizionale,0
2014,Puglia,Idrico rinnovabile,4.339679
2014,Puglia,Bioenergie,1584.3329
2014,Puglia,Fotovoltaico,3520.78004
2014,Puglia,Eolico,4271.553573
2014,Puglia,Termoelettrico tradizionale,26740.709146
2014,Sardegna,Saldo import/export,-4083.487197
2014,Sardegna,Geotermoelettrico,0
2014,Sardegna,Idrico tradizionale,97.770521
2014,Sardegna,Idrico rinnovabile,356.121158
2014,Sardegna,Bioenergie,630.645584
2014,Sardegna,Fotovoltaico,931.2148
2014,Sardegna,Eolico,1645.979952
2014,Sardegna,Termoelettrico tradizionale,9226.683598
2014,Sicilia,Saldo import/export,-1492.22
2014,Sicilia,Geotermoelettrico,0
2014,Sicilia,Idrico rinnovabile,143.963957
2014,Sicilia,Bioenergie,230.950435
2014,Sicilia,Idrico tradizionale,316.765167
2014,Sicilia,Fotovoltaico,1850.063446
2014,Sicilia,Eolico,2898.769185
2014,Sicilia,Termoelettrico tradizionale,15842.385811
2014,Toscana,Idrico tradizionale,0
2014,Toscana,Eolico,218.885511
2014,Toscana,Bioenergie,560.735233
2014,Toscana,Fotovoltaico,832.3988
2014,Toscana,Idrico rinnovabile,1048.526916
2014,Toscana,Geotermoelettrico,5566.616795
2014,Toscana,Saldo import/export,5579.55
2014,Toscana,Termoelettrico tradizionale,6495.749751
2014,Trentino-Alto Adige,Saldo import/export,-8414.01
2014,Trentino-Alto Adige,Geotermoelettrico,0
2014,Trentino-Alto Adige,Eolico,1.172896
2014,Trentino-Alto Adige,Idrico tradizionale,37.949388
2014,Trentino-Alto Adige,Bioenergie,324.213071
2014,Trentino-Alto Adige,Fotovoltaico,401.659673
2014,Trentino-Alto Adige,Termoelettrico tradizionale,977.876228
2014,Trentino-Alto Adige,Idrico rinnovabile,13158.358233
2014,Umbria,Geotermoelettrico,0
2014,Umbria,Eolico,2.963905
2014,Umbria,Idrico tradizionale,5.23626
2014,Umbria,Bioenergie,205.241419
2014,Umbria,Fotovoltaico,516.114917
2014,Umbria,Termoelettrico tradizionale,522.249243
2014,Umbria,Idrico rinnovabile,1807.856175
2014,Umbria,Saldo import/export,2305.07
2014,Valle d'Aosta,Saldo import/export,-2350.861959
2014,Valle d'Aosta,Geotermoelettrico,0
2014,Valle d'Aosta,Idrico tradizionale,0
2014,Valle d'Aosta,Termoelettrico tradizionale,0
2014,Valle d'Aosta,Eolico,3.676043
2014,Valle d'Aosta,Bioenergie,11.425465
2014,Valle d'Aosta,Fotovoltaico,22.434803
2014,Valle d'Aosta,Idrico rinnovabile,3390.667059
2014,Veneto,Geotermoelettrico,0
2014,Veneto,Idrico tradizionale,0.624715
2014,Veneto,Eolico,17.694241
2014,Veneto,Bioenergie,1748.982267
2014,Veneto,Fotovoltaico,1752.262312
2014,Veneto,Idrico rinnovabile,5508.852716
2014,Veneto,Termoelettrico tradizionale,8534.391026
2014,Veneto,Saldo import/export,12044.1902
,,,
Applied filters: Year is 2014; Month is gen,,,
2013,Abruzzo,Geotermoelettrico,0
2013,Abruzzo,Idrico tradizionale,45.222205
2013,Abruzzo,Bioenergie,127.166895
2013,Abruzzo,Eolico,324.106336
2013,Abruzzo,Fotovoltaico,809.380175
2013,Abruzzo,Termoelettrico tradizionale,1196.503341
2013,Abruzzo,Idrico rinnovabile,2084.506911
2013,Abruzzo,Saldo import/export,2221.403
2013,Basilicata,Geotermoelettrico,0
2013,Basilicata,Idrico tradizionale,0
2013,Basilicata,Bioenergie,250.220059
2013,Basilicata,Termoelettrico tradizionale,285.705529
2013,Basilicata,Idrico rinnovabile,465.084708
2013,Basilicata,Fotovoltaico,484.967444
2013,Basilicata,Eolico,708.996177
2013,Basilicata,Saldo import/export,748.384
2013,Calabria,Saldo import/export,-4147.984
2013,Calabria,Geotermoelettrico,0
2013,Calabria,Idrico tradizionale,0
2013,Calabria,Fotovoltaico,580.857962
2013,Calabria,Bioenergie,962.675122
2013,Calabria,Idrico rinnovabile,1624.346804
2013,Calabria,Eolico,1924.610047
2013,Calabria,Termoelettrico tradizionale,5315.289167
2013,Campania,Geotermoelettrico,0
2013,Campania,Idrico tradizionale,458.90626
2013,Campania,Fotovoltaico,793.896748
2013,Campania,Idrico rinnovabile,839.378972
2013,Campania,Bioenergie,950.096023
2013,Campania,Eolico,2032.238609
2013,Campania,Termoelettrico tradizionale,4099.501588
2013,Campania,Saldo import/export,9180.115
2013,Emilia-Romagna,Geotermoelettrico,0
2013,Emilia-Romagna,Idrico tradizionale,20.102449
2013,Emilia-Romagna,Eolico,25.936416
2013,Emilia-Romagna,Idrico rinnovabile,1140.96946
2013,Emilia-Romagna,Fotovoltaico,1948.888576
2013,Emilia-Romagna,Bioenergie,2223.052772
2013,Emilia-Romagna,Saldo import/export,10430.536
2013,Emilia-Romagna,Termoelettrico tradizionale,13272.454439
2013,Friuli-Venezia Giulia,Eolico,0
2013,Friuli-Venezia Giulia,Geotermoelettrico,0
2013,Friuli-Venezia Giulia,Idrico tradizionale,12.599288
2013,Friuli-Venezia Giulia,Fotovoltaico,485.182417
2013,Friuli-Venezia Giulia,Bioenergie,527.984524
2013,Friuli-Venezia Giulia,Saldo import/export,863.968769
2013,Friuli-Venezia Giulia,Idrico rinnovabile,1735.935764
2013,Friuli-Venezia Giulia,Termoelettrico tradizionale,6224.666833
2013,Lazio,Geotermoelettrico,0
2013,Lazio,Idrico tradizionale,0
2013,Lazio,Eolico,88.392842
2013,Lazio,Bioenergie,587.844262
2013,Lazio,Idrico rinnovabile,1462.413047
2013,Lazio,Fotovoltaico,1499.051079
2013,Lazio,Saldo import/export,5004.307
2013,Lazio,Termoelettrico tradizionale,15073.160413
2013,Liguria,Saldo import/export,-3209.692825
2013,Liguria,Geotermoelettrico,0
2013,Liguria,Idrico tradizionale,0
2013,Liguria,Fotovoltaico,84.600911
2013,Liguria,Eolico,120.471806
2013,Liguria,Bioenergie,126.974399
2013,Liguria,Idrico rinnovabile,318.216044
2013,Liguria,Termoelettrico tradizionale,8852.379641
2013,Lombardia,Eolico,0
2013,Lombardia,Geotermoelettrico,0
2013,Lombardia,Idrico tradizionale,416.869026
2013,Lombardia,Fotovoltaico,1907.340787
2013,Lombardia,Bioenergie,3667.462163
2013,Lombardia,Idrico rinnovabile,10897.601495
2013,Lombardia,Termoelettrico tradizionale,24499.167626
2013,Lombardia,Saldo import/export,26383.810973
2013,Marche,Idrico tradizionale,0
2013,Marche,Geotermoelettrico,0
2013,Marche,Eolico,0.460545
2013,Marche,Bioenergie,163.641829
2013,Marche,Termoelettrico tradizionale,298.835203
2013,Marche,Idrico rinnovabile,682.843837
2013,Marche,Fotovoltaico,1195.7033
2013,Marche,Saldo import/export,5028.454
2013,Molise,Saldo import/export,-1409.382
2013,Molise,Geotermoelettrico,0
2013,Molise,Idrico tradizionale,0
2013,Molise,Bioenergie,125.189176
2013,Molise,Fotovoltaico,212.793814
2013,Molise,Idrico rinnovabile,267.385856
2013,Molise,Eolico,679.563376
2013,Molise,Termoelettrico tradizionale,1499.247433
2013,Piemonte,Geotermoelettrico,0
2013,Piemonte,Eolico,25.60528
2013,Piemonte,Saldo import/export,241.015296
2013,Piemonte,Idrico tradizionale,396.218359
2013,Piemonte,Bioenergie,1302.320517
2013,Piemonte,Fotovoltaico,1570.958106
2013,Piemonte,Idrico rinnovabile,7903.448008
2013,Piemonte,Termoelettrico tradizionale,14033.154406
2013,Puglia,Saldo import/export,-16470.095
2013,Puglia,Geotermoelettrico,0
2013,Puglia,Idrico tradizionale,0
2013,Puglia,Idrico rinnovabile,4.868901
2013,Puglia,Bioenergie,1565.656352
2013,Puglia,Fotovoltaico,3640.521788
2013,Puglia,Eolico,3882.955209
2013,Puglia,Termoelettrico tradizionale,26337.297375
2013,Sardegna,Saldo import/export,-3993.804004
2013,Sardegna,Geotermoelettrico,0
2013,Sardegna,Idrico tradizionale,127.841168
2013,Sardegna,Idrico rinnovabile,477.227302
2013,Sardegna,Bioenergie,702.225183
2013,Sardegna,Fotovoltaico,857.65763
2013,Sardegna,Eolico,1805.382088
2013,Sardegna,Termoelettrico tradizionale,9327.860795
2013,Sicilia,Saldo import/export,-1627.69
2013,Sicilia,Geotermoelettrico,0
2013,Sicilia,Bioenergie,171.454309
2013,Sicilia,Idrico rinnovabile,172.443277
2013,Sicilia,Idrico tradizionale,331.763365
2013,Sicilia,Fotovoltaico,1721.651891
2013,Sicilia,Eolico,2989.084121
2013,Sicilia,Termoelettrico tradizionale,16748.599341
2013,Toscana,Idrico tradizionale,0
2013,Toscana,Eolico,185.682821
2013,Toscana,Bioenergie,418.013233
2013,Toscana,Fotovoltaico,794.847784
2013,Toscana,Idrico rinnovabile,1025.812295
2013,Toscana,Geotermoelettrico,5320.076346
2013,Toscana,Saldo import/export,6146.398
2013,Toscana,Termoelettrico tradizionale,7334.454337
2013,Trentino-Alto Adige,Saldo import/export,-6136.614
2013,Trentino-Alto Adige,Geotermoelettrico,0
2013,Trentino-Alto Adige,Eolico,1.186565
2013,Trentino-Alto Adige,Idrico tradizionale,39.357227
2013,Trentino-Alto Adige,Bioenergie,244.19974
2013,Trentino-Alto Adige,Fotovoltaico,402.194274
2013,Trentino-Alto Adige,Termoelettrico tradizionale,907.882964
2013,Trentino-Alto Adige,Idrico rinnovabile,11018.59469
2013,Umbria,Geotermoelettrico,0
2013,Umbria,Eolico,2.686662
2013,Umbria,Idrico tradizionale,4.923365
2013,Umbria,Bioenergie,139.139699
2013,Umbria,Fotovoltaico,510.824923
2013,Umbria,Termoelettrico tradizionale,683.71671
2013,Umbria,Idrico rinnovabile,2098.168863
2013,Umbria,Saldo import/export,2257.642
2013,Valle d'Aosta,Saldo import/export,-2420.538627
2013,Valle d'Aosta,Geotermoelettrico,0
2013,Valle d'Aosta,Idrico tradizionale,0
2013,Valle d'Aosta,Termoelettrico tradizionale,0.000058
2013,Valle d'Aosta,Eolico,4.064764
2013,Valle d'Aosta,Bioenergie,10.525834
2013,Valle d'Aosta,Fotovoltaico,21.43364
2013,Valle d'Aosta,Idrico rinnovabile,3489.004401
2013,Veneto,Geotermoelettrico,0
2013,Veneto,Idrico tradizionale,1.328053
2013,Veneto,Eolico,10.138453
2013,Veneto,Bioenergie,1575.808235
2013,Veneto,Fotovoltaico,1705.907394
2013,Veneto,Idrico rinnovabile,4505.010267
2013,Veneto,Termoelettrico tradizionale,9077.22209
2013,Veneto,Saldo import/export,13047.4038
,,,
Applied filters: Year is 2013; Month is gen,,,
2012,Abruzzo,Geotermoelettrico,0
2012,Abruzzo,Idrico tradizionale,31.101198
2012,Abruzzo,Bioenergie,56.302605
2012,Abruzzo,Eolico,331.713992
2012,Abruzzo,Fotovoltaico,698.644666
2012,Abruzzo,Idrico rinnovabile,1145.34069
2012,Abruzzo,Saldo import/export,2263.088
2012,Abruzzo,Termoelettrico tradizionale,2405.719224
2012,Basilicata,Geotermoelettrico,0
2012,Basilicata,Idrico tradizionale,0
2012,Basilicata,Bioenergie,220.6084
2012,Basilicata,Idrico rinnovabile,304.329947
2012,Basilicata,Fotovoltaico,401.913655
2012,Basilicata,Eolico,586.066891
2012,Basilicata,Termoelettrico tradizionale,647.395264
2012,Basilicata,Saldo import/export,881.107
2012,Calabria,Saldo import/export,-4527.131
2012,Calabria,Geotermoelettrico,0
2012,Calabria,Idrico tradizionale,0
2012,Calabria,Fotovoltaico,418.174759
2012,Calabria,Bioenergie,490.250432
2012,Calabria,Idrico rinnovabile,1242.672661
2012,Calabria,Eolico,1662.386449
2012,Calabria,Termoelettrico tradizionale,7165.912573
2012,Campania,Geotermoelettrico,0
2012,Campania,Idrico tradizionale,342.079576
2012,Campania,Idrico rinnovabile,419.651788
2012,Campania,Fotovoltaico,573.7517
2012,Campania,Bioenergie,881.015634
2012,Campania,Eolico,2020.806275
2012,Campania,Termoelettrico tradizionale,6175.145812
2012,Campania,Saldo import/export,8431.921
2012,Emilia-Romagna,Geotermoelettrico,0
2012,Emilia-Romagna,Eolico,26.924237
2012,Emilia-Romagna,Idrico tradizionale,38.235273
2012,Emilia-Romagna,Idrico rinnovabile,842.487102
2012,Emilia-Romagna,Bioenergie,1612.625002
2012,Emilia-Romagna,Fotovoltaico,1737.719105
2012,Emilia-Romagna,Saldo import/export,6534.584
2012,Emilia-Romagna,Termoelettrico tradizionale,17787.776791
2012,Friuli-Venezia Giulia,Eolico,0
2012,Friuli-Venezia Giulia,Geotermoelettrico,0
2012,Friuli-Venezia Giulia,Idrico tradizionale,11.214185
2012,Friuli-Venezia Giulia,Bioenergie,268.386345
2012,Friuli-Venezia Giulia,Fotovoltaico,399.557265
2012,Friuli-Venezia Giulia,Saldo import/export,429.854958
2012,Friuli-Venezia Giulia,Idrico rinnovabile,1519.702965
2012,Friuli-Venezia Giulia,Termoelettrico tradizionale,7404.296046
2012,Lazio,Idrico tradizionale,0
2012,Lazio,Geotermoelettrico,0
2012,Lazio,Eolico,96.634505
2012,Lazio,Bioenergie,481.944974
2012,Lazio,Idrico rinnovabile,725.286755
2012,Lazio,Fotovoltaico,1353.585732
2012,Lazio,Saldo import/export,4917.736
2012,Lazio,Termoelettrico tradizionale,17440.059276
2012,Liguria,Saldo import/export,-3668
2012,Liguria,Idrico tradizionale,0
2012,Liguria,Geotermoelettrico,0
2012,Liguria,Fotovoltaico,71.875883
2012,Liguria,Eolico,76.48411
2012,Liguria,Bioenergie,119.327685
2012,Liguria,Idrico rinnovabile,222.625607
2012,Liguria,Termoelettrico tradizionale,9798.244781
2012,Lombardia,Eolico,0
2012,Lombardia,Geotermoelettrico,0
2012,Lombardia,Idrico tradizionale,502.993064
2012,Lombardia,Fotovoltaico,1666.596486
2012,Lombardia,Bioenergie,2699.324669
2012,Lombardia,Idrico rinnovabile,10000.493892
2012,Lombardia,Saldo import/export,26446.429
2012,Lombardia,Termoelettrico tradizionale,27237.596384
2012,Marche,Idrico tradizionale,0
2012,Marche,Geotermoelettrico,0
2012,Marche,Eolico,0.562178
2012,Marche,Bioenergie,102.849977
2012,Marche,Idrico rinnovabile,336.550059
2012,Marche,Fotovoltaico,1123.318746
2012,Marche,Termoelettrico tradizionale,2528.391177
2012,Marche,Saldo import/export,3899.563
2012,Molise,Saldo import/export,-1225.306
2012,Molise,Geotermoelettrico,0
2012,Molise,Idrico tradizionale,0
2012,Molise,Bioenergie,117.536625
2012,Molise,Idrico rinnovabile,163.738791
2012,Molise,Fotovoltaico,188.57087
2012,Molise,Eolico,713.61024
2012,Molise,Termoelettrico tradizionale,1490.482971
2012,Piemonte,Geotermoelettrico,0
2012,Piemonte,Eolico,20.332249
2012,Piemonte,Idrico tradizionale,485.264449
2012,Piemonte,Bioenergie,857.290967
2012,Piemonte,Fotovoltaico,1409.605366
2012,Piemonte,Saldo import/export,1838.443398
2012,Piemonte,Idrico rinnovabile,6531.177558
2012,Piemonte,Termoelettrico tradizionale,15061.085599
2012,Puglia,Saldo import/export,-17110.961
2012,Puglia,Geotermoelettrico,0
2012,Puglia,Idrico tradizionale,0
2012,Puglia,Idrico rinnovabile,6.318766
2012,Puglia,Bioenergie,1428.755492
2012,Puglia,Eolico,3215.901543
2012,Puglia,Fotovoltaico,3438.771541
2012,Puglia,Termoelettrico tradizionale,29522.16867
2012,Sardegna,Saldo import/export,-2348.038
2012,Sardegna,Geotermoelettrico,0
2012,Sardegna,Idrico tradizionale,151.785875
2012,Sardegna,Idrico rinnovabile,233.629717
2012,Sardegna,Bioenergie,610.053958
2012,Sardegna,Fotovoltaico,646.34484
2012,Sardegna,Eolico,1513.858218
2012,Sardegna,Termoelettrico tradizionale,10191.197223
2012,Sicilia,Saldo import/export,-1252.851
2012,Sicilia,Geotermoelettrico,0
2012,Sicilia,Bioenergie,64.543532
2012,Sicilia,Idrico rinnovabile,169.487967
2012,Sicilia,Idrico tradizionale,339.854837
2012,Sicilia,Fotovoltaico,1492.277353
2012,Sicilia,Eolico,2975.681338
2012,Sicilia,Termoelettrico tradizionale,17857.162288
2012,Toscana,Idrico tradizionale,0
2012,Toscana,Eolico,84.862312
2012,Toscana,Bioenergie,331.058945
2012,Toscana,Idrico rinnovabile,612.217161
2012,Toscana,Fotovoltaico,683.481099
2012,Toscana,Saldo import/export,5236.493
2012,Toscana,Geotermoelettrico,5251.749832
2012,Toscana,Termoelettrico tradizionale,9173.718996
2012,Trentino-Alto Adige,Saldo import/export,-4155.622
2012,Trentino-Alto Adige,Geotermoelettrico,0
2012,Trentino-Alto Adige,Eolico,0.323667
2012,Trentino-Alto Adige,Idrico tradizionale,24.721586
2012,Trentino-Alto Adige,Bioenergie,185.548892
2012,Trentino-Alto Adige,Fotovoltaico,357.518879
2012,Trentino-Alto Adige,Termoelettrico tradizionale,840.125134
2012,Trentino-Alto Adige,Idrico rinnovabile,9033.558458
2012,Umbria,Geotermoelettrico,0
2012,Umbria,Eolico,3.171539
2012,Umbria,Idrico tradizionale,5.199819
2012,Umbria,Bioenergie,50.926347
2012,Umbria,Fotovoltaico,466.291049
2012,Umbria,Idrico rinnovabile,1001.661602
2012,Umbria,Termoelettrico tradizionale,1131.215402
2012,Umbria,Saldo import/export,3146.09
2012,Valle d'Aosta,Saldo import/export,-1929.972
2012,Valle d'Aosta,Geotermoelettrico,0
2012,Valle d'Aosta,Idrico tradizionale,0
2012,Valle d'Aosta,Termoelettrico tradizionale,1.831042
2012,Valle d'Aosta,Eolico,2.270645
2012,Valle d'Aosta,Bioenergie,7.662349
2012,Valle d'Aosta,Fotovoltaico,17.677393
2012,Valle d'Aosta,Idrico rinnovabile,3023.310436
2012,Veneto,Geotermoelettrico,0
2012,Veneto,Idrico tradizionale,0.445458
2012,Veneto,Eolico,1.425811
2012,Veneto,Bioenergie,1047.265734
2012,Veneto,Fotovoltaico,1491.36495
2012,Veneto,Idrico rinnovabile,3789.245759
2012,Veneto,Termoelettrico tradizionale,9145.401146
2012,Veneto,Saldo import/export,15295.9896
,,,
Applied filters: Year is 2012; Month is gen,,,
2011,Abruzzo,Geotermoelettrico,0
2011,Abruzzo,Idrico tradizionale,18.010953
2011,Abruzzo,Bioenergie,40.476198
2011,Abruzzo,Eolico,296.094139
2011,Abruzzo,Fotovoltaico,324.989572
2011,Abruzzo,Saldo import/export,1404.73
2011,Abruzzo,Idrico rinnovabile,1824.052733
2011,Abruzzo,Termoelettrico tradizionale,3155.600704
2011,Basilicata,Geotermoelettrico,0
2011,Basilicata,Idrico tradizionale,0
2011,Basilicata,Bioenergie,106.015664
2011,Basilicata,Fotovoltaico,187.445637
2011,Basilicata,Idrico rinnovabile,338.62049
2011,Basilicata,Eolico,451.869514
2011,Basilicata,Saldo import/export,884.73
2011,Basilicata,Termoelettrico tradizionale,1031.451747
2011,Calabria,Saldo import/export,-4184.17
2011,Calabria,Geotermoelettrico,0
2011,Calabria,Idrico tradizionale,0
2011,Calabria,Fotovoltaico,194.259495
2011,Calabria,Bioenergie,492.571399
2011,Calabria,Eolico,1274.970009
2011,Calabria,Idrico rinnovabile,1456.196892
2011,Calabria,Termoelettrico tradizionale,7302.791217
2011,Campania,Geotermoelettrico,0
2011,Campania,Fotovoltaico,298.517155
